title,start,end,journal,month,year,vol,issue
Crown Allometry and Growing Space Efficiency of Norway Spruce (Picea abies [L.] Karst.) and European Beech (Fagus sylvatica L.) in Pure and Mixed Stands,628,639,Plant Biology,November,2005,7,6
Acclimation to Ozone Affects Host/Pathogen Interaction and Competitiveness for Nitrogen in Juvenile Fagus sylvatica and Picea abies Trees Infected with Phytophthora citricola,640,649,Plant Biology,November,2005,7,6
Physiological Changes of Fagus sylvatica Seedlings Infected with Phytophthora citricola and the Contribution of its Elicitin “Citricolin” to Pathogenesis,650,658,Plant Biology,November,2005,7,6
Beech Leaf Colonization by the Endophyte Apiognomonia errabunda Dramatically Depends on Light Exposure and Climatic Conditions,659,669,Plant Biology,November,2005,7,6
Transcriptome Analysis of Ozone-Responsive Genes in Leaves of European Beech (Fagus sylvatica L.),670,676,Plant Biology,November,2005,7,6
Growth-Promoting Nitrogen Nutrition Affects Flavonoid Biosynthesis in Young Apple (Malus domestica Borkh.) Leaves,677,685,Plant Biology,November,2005,7,6
Comparative Analysis of Phytophthora infestans Induced Gene Expression in Potato Cultivars with Different Levels of Resistance,686,693,Plant Biology,November,2005,7,6
Growth Parameters and Resistance against Drechslera teres of Spring Barley (Hordeum vulgare L. cv. Scarlett) Grown at Elevated Ozone and Carbon Dioxide Concentrations,694,705,Plant Biology,November,2005,7,6
"Quantification of Water Uptake by Arbuscular Mycorrhizal Hyphae and its Significance for Leaf Growth, Water Relations, and Gas Exchange of Barley Subjected to Drought Stress ",706,712,Plant Biology,November,2005,7,6
Calibration of Quantitative Real-Time Taqman PCR by Correlation with Hyphal Biomass and ITS Copies in Mycelia of Piloderma croceum,713,717,Plant Biology,November,2005,7,6
Mycorrhizosphere Responsiveness to Atmospheric Ozone and Inoculation with Phytophthora citricola in a Phytotron Experiment with Spruce/Beech Mixed Cultures,718,727,Plant Biology,November,2005,7,6
Short Term Effects of Ozone on the Plant-Rhizosphere-Bulk Soil System of Young Beech Trees,728,736,Plant Biology,November,2005,7,6
Volume Interpolation of CT Images from Tree Trunks,737,744,Plant Biology,November,2005,7,6
"Asymmetric Cell Divisions in Flowering Plants - One Mother, “Two-Many” Daughters ",425,448,Plant Biology,September,2005,7,5
Climate and Growth Form: The Consequences for Genome Size in Plants,449,458,Plant Biology,September,2005,7,5
"Up-Regulation of OsBIHD1, a Rice Gene Encoding BELL Homeodomain Transcriptional Factor, in Disease Resistance Responses ",459,468,Plant Biology,September,2005,7,5
Expression of a Plant Cell Wall Invertase in Roots of Arabidopsis Leads to Early Flowering and an Increase in Whole Plant Biomass,469,475,Plant Biology,September,2005,7,5
"The Effect of Temperature on Pollen Germination, Pollen Tube Growth, and Stigmatic Receptivity in Peach ",476,483,Plant Biology,September,2005,7,5
Relative Growth Rate and Biomass Allocation in Ten Woody Species with Different Leaf Longevity Using Phylogenetic Independent Contrasts (PICs),484,494,Plant Biology,September,2005,7,5
Bacterial Leaf Nodule Symbiosis in Ardisia (Myrsinaceae): Does it Contribute to Seedling Growth Capacity?,495,500,Plant Biology,September,2005,7,5
Polar Distribution Dynamics of Con A Binding Sites in Embryo Sacs is Temporally Coupled by the Fertilization Process,501,508,Plant Biology,September,2005,7,5
Single-Family versus Multi-Family Introductions,509,515,Plant Biology,September,2005,7,5
Results on Quantitative Trait Loci for Flushing Date in Oaks Can Be Transferred to Different Segregating Progenies,516,525,Plant Biology,September,2005,7,5
Genetic Evidence of “American” and “European” Type Symbiotic Algae of Paramecium bursaria Ehrenberg,526,532,Plant Biology,September,2005,7,5
Polyembryony and Apomixis in Eriotheca pubescens (Malvaceae - Bombacoideae),533,540,Plant Biology,September,2005,7,5
Broom and Honeybees in Australia: An Alien Liaison,541,548,Plant Biology,September,2005,7,5
Herbivory and Abiotic Factors Affect Population Dynamics of Arabidopsis thaliana in a Sand Dune Area,549,556,Plant Biology,September,2005,7,5
Meiosis: Inducing Variation by Reduction,321,341,Plant Biology,July,2005,7,4
Monitoring Cytosolic pH of Carboxysome-Deficient Cells of Synechocystis sp. PCC 6803 Using Fluorescence Analysis,342,347,Plant Biology,July,2005,7,4
The tu8 Mutation of Arabidopsis thaliana Encoding a Heterochromatin Protein 1 Homolog Causes Defects in the Induction of Secondary Metabolite Biosynthesis,348,357,Plant Biology,July,2005,7,4
Ultrastructure and Lipid Alterations Induced by Cadmium in Tomato (Lycopersicon esculentum) Chloroplast Membranes,358,368,Plant Biology,July,2005,7,4
No Down-Regulation of Leaf Photosynthesis in Mature Forest Trees after Three Years of Exposure to Elevated CO2,369,374,Plant Biology,July,2005,7,4
Climate Change Reverses the Competitive Balance of Ash and Beech Seedlings under Simulated Forest Conditions,375,386,Plant Biology,July,2005,7,4
"Genetic Structure in Populations of an Ancient Woodland Sedge, Carex sylvatica Hudson, at a Regional and Local Scale ",387,396,Plant Biology,July,2005,7,4
Nuclear DNA Content and Chromosome Number in Some Diploid and Tetraploid Centaurea (Asteraceae: Cardueae) from the Dalmatia Region,397,404,Plant Biology,July,2005,7,4
Transgenic GFP as a Molecular Marker for Approaches to Quantify Pollination Mechanism and Gene Flow in Arabidopsis thaliana,405,410,Plant Biology,July,2005,7,4
The Pollination of Bromelia antiacantha (Bromeliaceae) in Southeastern Brazil: Ornithophilous versus Melittophilous Features,411,416,Plant Biology,July,2005,7,4
Pollination of Oncocyclus irises (Iris: Iridaceae) by Night-Sheltering Male Bees,417,424,Plant Biology,July,2005,7,4
Molecular Tools to Study Physcomitrella patens,220,227,Plant Biology,May,2005,7,3
Large-Scale Analysis of 73 329 Physcomitrella Plants Transformed with Different Gene Disruption Libraries: Production Parameters and Mutant Phenotypes,228,237,Plant Biology,May,2005,7,3
Representation and High-Quality Annotation of the Physcomitrella patens Transcriptome Demonstrates a High Proportion of Proteins Involved in Metabolism in Mosses,238,250,Plant Biology,May,2005,7,3
An RNAi System in Physcomitrella patens with an Internal Marker for Silencing Allows for Rapid Identification of Loss of Function Phenotypes,251,257,Plant Biology,May,2005,7,3
Transcript Profiling in Plastid Arginine tRNA-CCG Gene Knockout Moss: Construction of Physcomitrella patens Plastid DNA Microarray,258,265,Plant Biology,May,2005,7,3
The Family of CONSTANS-Like Genes in Physcomitrella patens,266,275,Plant Biology,May,2005,7,3
Image Analysis Supported Moss Cell Disruption in Photo-Bioreactors,276,282,Plant Biology,May,2005,7,3
Identification and Characterisation of a Bryophyte Polyphenol Oxidase Encoding Gene from Physcomitrella patens,283,291,Plant Biology,May,2005,7,3
Glyco-Engineering of Moss Lacking Plant-Specific Sugar Residues,292,299,Plant Biology,May,2005,7,3
Isolation of Mutant Lines with Decreased Numbers of Chloroplasts per Cell from a Tagged Mutant Library of the Moss Physcomitrella patens,300,306,Plant Biology,May,2005,7,3
Isolation and Characterization of New MIKC-Type MADS-Box Genes from the Moss Physcomitrella patens,307,314,Plant Biology,May,2005,7,3
"Is the Rehydrin TrDr3 from Tortula ruralis Associated with Tolerance to Cold, Salinity, and Reduced pH? Physiological Evaluation of the TrDr3-Orthologue, HdeD from Escherichia coli in Response to Abiotic Stress ",315,320,Plant Biology,May,2005,7,3
Brassinosteroid-Promoted Growth,110,117,Plant Biology,March,2005,7,2
The Inheritance of Chilling Tolerance in Tomato (Lycopersicon spp.),118,130,Plant Biology,March,2005,7,2
Parthenocarpic Fruit Development in Tomato,131,139,Plant Biology,March,2005,7,2
The Distribution of Membrane-Bound 14-3-3 Proteins in Organelle-Enriched Fractions of Germinating Lily Pollen,140,147,Plant Biology,March,2005,7,2
Cytological Development and Sesquiterpene Lactone Secretion in Capitate Glandular Trichomes of Sunflower,148,155,Plant Biology,March,2005,7,2
Thermal Dissipation of Light Energy is Regulated Differently and by Different Mechanisms in Lichens and Higher Plants,156,167,Plant Biology,March,2005,7,2
Flavanols in Somatic Cell Division and Male Meiosis of Tea (Camellia sinensis) Anthers,168,175,Plant Biology,March,2005,7,2
Redundancy of Stomatal Control for the Circadian Photosynthetic Rhythm in Kalanchoë daigremontiana Hamet et Perrier,176,181,Plant Biology,March,2005,7,2
Environmental Constraints on Phenology and Internal Nutrient Cycling in the Mediterranean Winter-Deciduous Shrub Amelanchier ovalis Medicus,182,189,Plant Biology,March,2005,7,2
Heritable Variation in Seed Sex Ratio of the Stinging Nettle (Urtica dioica),190,194,Plant Biology,March,2005,7,2
Sexual Dimorphism and Gynoecium Size Variation in the Andromonoecious Shrub Caesalpinia gilliesii,195,202,Plant Biology,March,2005,7,2
Reproductive Biology of the Epiphytic Bromeliad Werauhia gladioliflora in a Premontane Tropical Forest,203,209,Plant Biology,March,2005,7,2
Patterns of Interaction between Populus Esch5 and Piriformospora indica: A Transition from Mutualism to Antagonism,210,218,Plant Biology,March,2005,7,2
Let's Talk about—Chloroplast Import,1,14,Plant Biology,January,2005,7,1
The Glycine Decarboxylase Complex is not Essential for the Cyanobacterium Synechocystis sp. Strain PCC 6803,15,22,Plant Biology,January,2005,7,1
ESTs from the Fibre-Bearing Stem Tissues of Flax (Linum usitatissimum L.): Expression Analyses of Sequences Related to Cell Wall Development,23,32,Plant Biology,January,2005,7,1
Endogenous Cytokinin Oscillations Control Cell Cycle Progression of Tobacco BY-2 Cells,33,40,Plant Biology,January,2005,7,1
Specificity Patterns Indicate that Auxin Exporters and Receptors are the Same Proteins,41,48,Plant Biology,January,2005,7,1
Changes in the Subcellular Distribution of Glutathione during Virus Infection in Cucurbita pepo (L.),49,57,Plant Biology,January,2005,7,1
The Quantum Yield of CO2 Fixation is Reduced for Several Minutes after Prior Exposure to Darkness. Exploration of the Underlying Causes,58,66,Plant Biology,January,2005,7,1
The Linderniaceae and Gratiolaceae are further Lineages Distinct from the Scrophulariaceae (Lamiales),67,78,Plant Biology,January,2005,7,1
"Molecular Relationships in Encephalartos (Zamiaceae, Cycadales) Based on Nucleotide Sequences of Nuclear ITS 1&2, Rbcl, and Genomic ISSR Fingerprinting ",79,90,Plant Biology,January,2005,7,1
Transport of Isoprenoid Intermediates Across Chloroplast Envelope Membranes,91,97,Plant Biology,January,2005,7,1
"Sucrose Carrier RcSCR1 is Involved in Sucrose Retrieval, but not in Sucrose Unloading in Growing Hypocotyls of Ricinus communis L. ",98,103,Plant Biology,January,2005,7,1
Inheritance of a Recessive Transgene-Associated Character Controlling Albinism in Transgenic Bean (Phaseolus vulgaris L.),104,108,Plant Biology,January,2005,7,1
"Climate Change, Growing Season Length, and Transpiration: Plant Response Could Alter Hydrologic Regime ",651,653,Plant Biology,November,2004,6,6
Gene Expression during Formation of Earlywood and Latewood in Loblolly Pine: Expression Profiles of 350 Genes,654,663,Plant Biology,November,2004,6,6
Inhibition of Phosphoinositide-Specific Phospholipase C Results in the Induction of Pathogenesis-Related Genes in Soybean,664,672,Plant Biology,November,2004,6,6
Phylogeny of Veronica - a Combination of Molecular and Chemical Evidence,673,682,Plant Biology,November,2004,6,6
Reduced Fecundity in Small Populations of the Rare Plant Gentianopsis ciliate (Gentianaceae),683,688,Plant Biology,November,2004,6,6
Blue Light Delays Commitment to Cell Division in Chlamydomonas reinhardtii,689,695,Plant Biology,November,2004,6,6
Nuclei of Tea Flowers As Targets for Flavanols,696,701,Plant Biology,November,2004,6,6
Importance of N Source on Heat Stress Tolerance Due to the Accumulation of Proline and Quaternary Ammonium Compounds in Tomato Plants,702,707,Plant Biology,November,2004,6,6
Rejuvenation of Ageing Bean Leaves under the Effect of Low-Dose Stressors,708,714,Plant Biology,November,2004,6,6
"The Effect of Fruit Age on Seed Germinability of a Heterocarpic Species, Atriplex sagittata ",715,720,Plant Biology,November,2004,6,6
Stable Isotope Composition of Organic Compounds Transported in the Phloem of European Beech - Evaluation of Different Methods of Phloem Sap Collection and Assessment of Gradients in Carbon Isotope Composition during Leaf-to-Stem Transport,721,729,Plant Biology,November,2004,6,6
Carbon Balance in Leaves of Young Poplar Trees,730,739,Plant Biology,November,2004,6,6
The Impact of Altitude and Simulated Herbivory on the Growth and Carbohydrate Storage of Petasites albus,740,745,Plant Biology,November,2004,6,6
Leaf Traits and Herbivory Rates of Tropical Tree Species Differing in Successional Status,746,754,Plant Biology,November,2004,6,6
"Breeding System and Floral Morphometry of Distylous Psychotria L. Species in the Atlantic Rain Forest, SE Brazil ",755,760,Plant Biology,November,2004,6,6
Evolutionary Origin of a Preprotein Translocase in the Periplastid Membrane of Complex Plastids: a Hypothesis,513,518,Plant Biology,September,2004,6,5
Differential Expression of Three Purple Acid Phosphatases from Potato,519,528,Plant Biology,September,2004,6,5
Induction of Pathogen Resistance in Barley by Abiotic Stress,529,536,Plant Biology,September,2004,6,5
Origin and Evolution of the Light-Dependent Protochlorophyllide Oxidoreductase (LPOR) Genes,537,544,Plant Biology,September,2004,6,5
Molecular Evolution of the trnTUGU-trnFGAA Region in Bryophytes,545,554,Plant Biology,September,2004,6,5
Nuclear DNA Amounts in 112 Species of Tropical Hardwoods - New Estimates,555,561,Plant Biology,September,2004,6,5
Biosystematic Studies on the Family Tofieldiaceae I. Phylogeny and Circumscription of the Family Inferred from DNA Sequences of matK and rbcL,562,567,Plant Biology,September,2004,6,5
The Effect of Ultraviolet Radiation on Ultrastructure and Photosynthesis in the Red Macroalgae Palmaria palmata and Odonthalia dentata from Arctic Waters,568,577,Plant Biology,September,2004,6,5
Specific Intra-Tissue Responses to Manganese in the Floating Lamina of Trapa natans L.,578,589,Plant Biology,September,2004,6,5
A Logical (Discrete) Formulation for the Storage and Recall of Environmental Signals in Plants,590,597,Plant Biology,September,2004,6,5
Changes in Vegetation and Soil Characteristics in Coastal Sand Dunes along a Gradient of Atmospheric Nitrogen Deposition,598,605,Plant Biology,September,2004,6,5
Pollination Effectiveness and Pollen Dispersal in a Rhododendron ferrugineum (Ericaceae) Population,606,615,Plant Biology,September,2004,6,5
Sex Ratio of Some Long-Lived Dioecious Plants in a Sand Dune Area,616,620,Plant Biology,September,2004,6,5
Herbivory Differentially Affects Male and Female Reproductive Traits of Cucumis sativus,621,628,Plant Biology,September,2004,6,5
Microbial Populations and Activities in the Rhizoplane of Rock-Weathering Desert Plants. I. Root Colonization and Weathering of Igneous Rocks,629,642,Plant Biology,September,2004,6,5
Microbial Populations and Activities in the Rhizoplane of Rock-Weathering Desert Plants. II. Growth Promotion of Cactus Seedlings,643,650,Plant Biology,September,2004,6,5
Pleiotropic Effects of the Arabidopsis Cryptochrome 2 Allelic Variation Underlie Fruit Trait-Related QTL,370,374,Plant Biology,July,2004,6,4
Seed Development and Differentiation: A Role for Metabolic Regulation,375,386,Plant Biology,July,2004,6,4
Indirect Defence of Plants against Herbivores: Using Arabidopsis thaliana as a Model Plant,387,401,Plant Biology,July,2004,6,4
The Cell Wall-Modifying Xyloglucan Endotransglycosylase/Hydrolase LeXTH1 is Expressed during the Defence Reaction of Tomato against the Plant Parasite Cuscuta reflexa,402,407,Plant Biology,July,2004,6,4
Coordinated Expression of Sulfate Uptake and Components of the Sulfate Assimilatory Pathway in Maize,408,414,Plant Biology,July,2004,6,4
Aquaporin Functionality in Roots of Zea mays in Relation to the Interactive Effects of Boron and Salinity,415,421,Plant Biology,July,2004,6,4
Tyrosine Phosphorylation Inhibits the Interaction of 14-3-3 Proteins with the Plant Plasma Membrane H+-ATPase,422,431,Plant Biology,July,2004,6,4
Two-Dimensional Tension Tests in Plant Biomechanics - Sweet Cherry Fruit Skin as a Model System,432,439,Plant Biology,July,2004,6,4
"QTL Mapping for a Trade-Off between Leaf and Bud Production in a Recombinant Inbred Population of Microseris douglasii and M. bigelovii (Asteraceae, Lactuceae): A Potential Preadaptation for the Colonization of Serpentine Soils ",440,446,Plant Biology,July,2004,6,4
Phylogenetic Position of Endosymbiotic Green Algae in Paramecium bursaria Ehrenberg from Japan,447,453,Plant Biology,July,2004,6,4
Molecular Phylogeny of Anthyllis spp.,454,464,Plant Biology,July,2004,6,4
Succession in Inland Sand Ecosystems: Which Factors Determine the Occurrence of the Tall Grass Species Calamagrostis epigejos (L.) Roth and Stipa capillata L.?,465,476,Plant Biology,July,2004,6,4
Evolution of Carnivory in Lentibulariaceae and the Lamiales,477,490,Plant Biology,July,2004,6,4
"Phenology, Sex Ratio, and Spatial Distribution Among Dioecious Species of Trichilia (Meliaceae) ",491,497,Plant Biology,July,2004,6,4
The Distribution and Phylogeny of Aluminium Accumulating Plants in the Ericales,498,505,Plant Biology,July,2004,6,4
Non-Euglossine Bees also Function as Pollinators of Sinningia Species (Gesneriaceae) in Southeastern Brazil,506,512,Plant Biology,July,2004,6,4
Photosynthesis in a Changing World,239,241,Plant Biology,May,2004,6,3
Direct and Indirect Climate Change Effects on Photosynthesis and Transpiration,242,253,Plant Biology,May,2004,6,3
Photosynthetic Acclimation to Simultaneous and Interacting Environmental Stresses Along Natural Light Gradients: Optimality and Constraints,254,268,Plant Biology,May,2004,6,3
Diffusive and Metabolic Limitations to Photosynthesis under Drought and Salinity in C3 Plants,269,279,Plant Biology,May,2004,6,3
Engineering Plants for Elevated CO2: A Relationship between Starch Degradation and Sugar Sensing,280,288,Plant Biology,May,2004,6,3
Water Shortage Affects the Water and Nitrogen Balance in Central European Beech Forests,289,298,Plant Biology,May,2004,6,3
Interaction of Flooding with Carbon Metabolism of Forest Trees,299,306,Plant Biology,May,2004,6,3
Development of Leaf Photosynthetic Parameters in Betula pendula Roth Leaves: Correlations with Photosystem I Density,307,318,Plant Biology,May,2004,6,3
Thermoluminescence Study of Photosystem II Activity in Haberlea rhodopensis and Spinach Leaves During Desiccation,319,324,Plant Biology,May,2004,6,3
Role of Red Carotenoids in Photoprotection During Winter Acclimation in Buxus sempervirens Leaves,325,332,Plant Biology,May,2004,6,3
High-Light Stress and Photoprotection in Umbilicaria antarctica Monitored by Chlorophyll Fluorescence Imaging and Changes in Zeaxanthin and Glutathione,333,341,Plant Biology,May,2004,6,3
The Xanthophyll Cycle in Green Algae (Chlorophyta): Its Role in the Photosynthetic Apparatus,342,349,Plant Biology,May,2004,6,3
Water Sources and Water-Use Efficiency in Mediterranean Coastal Dune Vegetation,350,357,Plant Biology,May,2004,6,3
Hg2+ Reacts with Different Components of the NADPH: Protochlorophyllide Oxidoreductase Macrodomains,358,368,Plant Biology,May,2004,6,3
Gene Expression Analysis in Cucumber Leaves Primed by Root Colonization with Pseudomonas chlororaphis O6 upon Challenge-Inoculation with Corynespora cassiicola,105,108,Plant Biology,March,2004,6,2
Molecular Evolution of the S Locus Controlling Mating in the Brassicaceae,109,118,Plant Biology,March,2004,6,2
High Throughput Cryopreservation of 140 000 Physcomitrella patens Mutants,119,127,Plant Biology,March,2004,6,2
Geographic Distribution and Recombination of Genomic Fragments on the Short Arm of Chromosome 2 of Arabidopsis thaliana,128,139,Plant Biology,March,2004,6,2
"Molecular Cytogenetics of Xeranthemum L. and Related Genera (Asteraceae, Cardueae) ",140,146,Plant Biology,March,2004,6,2
Molecular Phylogeography of the Moss Tortula muralis Hedw. (Pottiaceae) Based on Chloroplast rps4 Gene Sequence Data,147,157,Plant Biology,March,2004,6,2
The Biophysical Basis of Cell Elongation and Organ Maturation in Coleoptiles of Rye Seedlings: Implications for Shoot Development,158,164,Plant Biology,March,2004,6,2
Positive and Negative Tropic Curvature Induced by Microbeam Irradiation of Protonemal Tip Cells of the Moss Ceratodon purpureus,165,170,Plant Biology,March,2004,6,2
Changes in Activity of Energy Dissipating Mechanisms in Wheat Flag Leaves During Senescence,171,177,Plant Biology,March,2004,6,2
Senescence-Related Gene Expression Profiles of Rosette Leaves of Arabidopsis thaliana: Leaf Age Versus Plant Age,178,183,Plant Biology,March,2004,6,2
Transitions in Photosynthetic Parameters of Midvein and Interveinal Regions of Leaves and Their Importance During Leaf Growth and Development,184,191,Plant Biology,March,2004,6,2
Involvement of the Plasma Membrane Ca2+-ATPase in the Short-Term Response of Arabidopsis thaliana Cultured Cells to Oligogalacturonides,192,200,Plant Biology,March,2004,6,2
Density-Induced Plant Size Reduction and Size Inequalities in Ethylene-Sensing and Ethylene-Insensitive Tobacco,201,205,Plant Biology,March,2004,6,2
Calystegines in Calystegia sepium do not Inhibit Fungal Growth and Invertase Activity but Interact with Plant Invertase,206,213,Plant Biology,March,2004,6,2
The Effect of Seed Mass and Gap Size on Seed Fate of Tropical Rain Forest Tree Species in Guyana,214,221,Plant Biology,March,2004,6,2
"A Survey of Genetic Diversity and Reproductive Biology of Puya raimondii (Bromeliaceae), the Endangered Queen of the Andes ",222,230,Plant Biology,March,2004,6,2
Above- and Belowground Trophic Interactions on Creeping Thistle (Cirsium arvense) in High- and Low-Diversity Plant Communities: Potential for Biotic Resistance?,231,238,Plant Biology,March,2004,6,2
Poplar Genomics is Getting Popular: The Impact of the Poplar Genome Project on Tree Research,2,4,Plant Biology,January,2004,6,1
T-DNA and Transposon Tagging in Aspen,5,11,Plant Biology,January,2004,6,1
Induction of Poplar Leaf Nitrate Reductase: A Test of Extrachloroplastic Control of Isoprene Emission Rate,12,21,Plant Biology,January,2004,6,1
Effect of Auxin Transport Inhibitors and Ethylene on the Wood Anatomy of Poplar,22,29,Plant Biology,January,2004,6,1
Potassium-Dependent Cambial Growth in Poplar,30,37,Plant Biology,January,2004,6,1
Genetic Variation of the Bud and Leaf Phenology of Seventeen Poplar Clones in a Short Rotation Coppice Culture,38,46,Plant Biology,January,2004,6,1
Liquid Phase Fluorescence in situ RT-PCR Analysis for Gene Expression Analysis in Woody Stems,47,54,Plant Biology,January,2004,6,1
Expressed Sequence Tags from Poplar Wood Tissues - A Comparative Analysis from Multiple Libraries,55,64,Plant Biology,January,2004,6,1
Fluorescent Proteins in Poplar: A Useful Tool to Study Promoter Function and Protein Localization,65,73,Plant Biology,January,2004,6,1
"Polyamine, Carbohydrate, and Proline Content Changes During Salt Stress Exposure of Aspen (Populus tremula L.): Involvement of Oxidation and Osmoregulation Metabolism ",74,80,Plant Biology,January,2004,6,1
Responses of Poplar to Chilling Temperatures: Proteomic and Physiological Aspects,81,90,Plant Biology,January,2004,6,1
Compatible and Incompetent Paxillus involutus Isolates for Ectomycorrhiza Formation in vitro with Poplar (Populus×canescens) Differ in H2O2 Production,91,99,Plant Biology,January,2004,6,1
Vectors for RNAi Technology in Poplar,100,104,Plant Biology,January,2004,6,1
N-Glycosylation in the Moss Physcomitrella patens is Organized Similarly to that in Higher Plants,582,591,Plant Biology,November,2003,5,6
"Pattern of Flower and Fruit Production in Stryphnodendron adstringens, an Andromonoecious Legume Tree of Central Brazil ",592,599,Plant Biology,November,2003,5,6
Analysis of Expressed Sequence Tags Derived from Developing Seed and Pollen Cones of Cryptomeria japonica,600,607,Plant Biology,November,2003,5,6
Genetic Isolation and Diffusion of Wild Grapevine Italian and Spanish Populations as Estimated by Nuclear and Chloroplast SSR Analysis,608,614,Plant Biology,November,2003,5,6
"Reinstatement of Chiastocaulon Carl (Plagiochilaceae), Based on Evidence from Nuclear Ribosomal ITS and Chloroplast Gene rps4 Sequences ",615,622,Plant Biology,November,2003,5,6
Phylogeography of the High Alpine Cushion Plant Androsace alpina (Primulaceae) in the European Alps,623,630,Plant Biology,November,2003,5,6
Cold Acclimation Ability and Photosynthesis among Species of the Tropical Coffea Genus,631,641,Plant Biology,November,2003,5,6
Expansion Kinematics are an Intrinsic Property of Leaf Development and are Scaled from Cell to Leaf Level at Different Nutrient Availabilities,642,650,Plant Biology,November,2003,5,6
A Top-Down Hierarchy in Fruit Set on Inflorescences in Iris fulva (Iridaceae),651,660,Plant Biology,November,2003,5,6
Mechanical Properties of the Rhizome of Arundo donax L.,661,669,Plant Biology,November,2003,5,6
Pollination of Nymphaea lotus (Nymphaeaceae) by Rhinoceros Beetles and Bees in the Northeastern Ivory Coast,670,676,Plant Biology,November,2003,5,6
Dandelion Seed Dispersal: The Horizontal Wind Speed Does Not Matter for Long-Distance Dispersal - it is Updraft!,451,454,Plant Biology,September,2003,5,5
Ageing in Plants: Conserved Strategies and Novel Pathways,455,464,Plant Biology,September,2003,5,5
Between Xylem and Phloem: The Genetic Control of Cambial Activity in Plants,465,472,Plant Biology,September,2003,5,5
Compounds Interacting with the Ethylene Receptor in Plants,473,480,Plant Biology,September,2003,5,5
Import Pathway of Nuclear-Encoded Cytochrome c Oxidase Subunit 2 Using Yeast as a Model,481,490,Plant Biology,September,2003,5,5
Flower Visitors in a Natural Population of Arabidopsis thaliana,491,494,Plant Biology,September,2003,5,5
"Pollination, Flower Longevity, and Reproductive Biology of Gongora quinquenervis Ruíz and Pavón (Orchidaceae) in an Atlantic Forest Fragment of Pernambuco, Brazil ",495,503,Plant Biology,September,2003,5,5
Effects of Habitat Fragmentation on Allozyme Diversity and Conservation Status of the Coastal Sand Dune Plant Stachys maritima (Lamiaceae) in the Iberian Peninsula,504,512,Plant Biology,September,2003,5,5
"Evidence for the Polyphyly of Haworthia (Asphodelaceae Subfamily Alooideae; Asparagales) Inferred from Nucleotide Sequences of rbcL, matK, ITS1 and Genomic Fingerprinting with ISSR-PCR ",513,521,Plant Biology,September,2003,5,5
Fitness Traits and Dispersal Ability in the Herb Tragopogon pratensis (Asteraceae): Decoupling the Role of Inbreeding Depression and Maternal Effects,522,530,Plant Biology,September,2003,5,5
"Functional Gynodioecy in Opuntia quimilo (Cactaceae), a Tree Cactus Pollinated by Bees and Hummingbirds ",531,539,Plant Biology,September,2003,5,5
Elevated pCO2 Affects C and N Metabolism in Wild Type and Transgenic Tobacco Exhibiting Altered C/N Balance in Metabolite Analysis,540,549,Plant Biology,September,2003,5,5
A Study of the Interaction between Auxin and Ethylene in Wild Type and Transgenic Ethylene-Insensitive Tobacco during Adventitious Root Formation Induced by Stagnant Root Zone Conditions,550,556,Plant Biology,September,2003,5,5
Antioxidant and Pigment Composition during Autumnal Leaf Senescence in Woody Deciduous Species Differing in their Ecological Traits,557,566,Plant Biology,September,2003,5,5
Influence of Compatibility System and Life Form on Plant Reproductive Success,567,573,Plant Biology,September,2003,5,5
Light and Electron Microscopic Study on the Mycorrhizae of Sporophytes of Botrychium virginianum - Arbuscular Structure Resembling Fossil Forms,574,580,Plant Biology,September,2003,5,5
The Molecular Regulation of Leaf Form,341,349,Plant Biology,July,2003,5,4
Evolution of Protein Targeting into “Complex” Plastids: The “Secretory Transport Hypothesis”,350,358,Plant Biology,July,2003,5,4
Seed Dispersal and Demography of Pioneer Trees: The Case of Hortia arborea,359,365,Plant Biology,July,2003,5,4
"The Effect of Elevated UV Radiation on Fucus spp. (Fucales, Phaeophyta) Zygote and Embryo Development ",366,377,Plant Biology,July,2003,5,4
Cytochemical Localization of Phenolic Compounds in Columella Cells of the Root Cap during Maturation of Seeds of Brassica napus L.,378,382,Plant Biology,July,2003,5,4
Daucus carota Cells Contain Specific DNA Methyltransferase Inhibitors that Interfere with Somatic Embryogenesis,383,392,Plant Biology,July,2003,5,4
Population Genetics of Indigenous Quercus robur L. Populations and of Derived Half-Sib Families has Implications for the Reproductive Management of the Species,393,399,Plant Biology,July,2003,5,4
Characterisation of the Chloroplast DNA psbT-H Region and the Influence of Dyad Symmetrical Elements on Phylogenetic Reconstructions,400,410,Plant Biology,July,2003,5,4
Accessory Pollen Adhesive from Glandular Trichomes on the Anthers of Leonurus sibiricus L. (Lamiaceae),411,418,Plant Biology,July,2003,5,4
"Homomorphic Self-Incompatibility, with Stylar Rejection Site, in Luehea grandiflora Mart. and Zucc. (Tiliaceae-Malvaceae s.l.) ",419,422,Plant Biology,July,2003,5,4
Emission of Methane and Nitrous Oxide by Australian Mangrove Ecosystems,423,431,Plant Biology,July,2003,5,4
High Temperature Effects on Light Sensitivity in the Two High Mountain Plant Species Soldanella alpina (L.) and Rannunculus glacialis (L.),432,440,Plant Biology,July,2003,5,4
Photobiont Selectivity and Interspecific Interactions in Lichen Communities. I. Culture Experiments with the Mycobiont Fulgensia bracteata,441,450,Plant Biology,July,2003,5,4
