term,freq,journal,year
ribosome,2,The Plant Journal,2013
ribulose,1,The Plant Journal,2013
rice,25,The Plant Journal,2013
rigidity,1,The Plant Journal,2013
ring,2,The Plant Journal,2013
ripening,3,The Plant Journal,2013
rna,10,The Plant Journal,2013
rnas,1,The Plant Journal,2013
role,14,The Plant Journal,2013
roles,8,The Plant Journal,2013
root,15,The Plant Journal,2013
roots,1,The Plant Journal,2013
rop,1,The Plant Journal,2013
ros,1,The Plant Journal,2013
roseus,1,The Plant Journal,2013
rostochiensis,1,The Plant Journal,2013
rotundifolia,1,The Plant Journal,2013
routes,2,The Plant Journal,2013
runkel,1,The Plant Journal,2013
rust,2,The Plant Journal,2013
rye,1,The Plant Journal,2013
s,2,The Plant Journal,2013
sa,1,The Plant Journal,2013
saccharification,1,The Plant Journal,2013
sacred,1,The Plant Journal,2013
salicylic,7,The Plant Journal,2013
salinity,4,The Plant Journal,2013
salt,1,The Plant Journal,2013
sativa,6,The Plant Journal,2013
sbmate,2,The Plant Journal,2013
scaffold,1,The Plant Journal,2013
scale,3,The Plant Journal,2013
scavenging,1,The Plant Journal,2013
scp,1,The Plant Journal,2013
scralf,1,The Plant Journal,2013
secondary,3,The Plant Journal,2013
secreted,2,The Plant Journal,2013
secretion,3,The Plant Journal,2013
seed,12,The Plant Journal,2013
seedling,6,The Plant Journal,2013
seedlings,1,The Plant Journal,2013
seeds,1,The Plant Journal,2013
segregating,1,The Plant Journal,2013
selection,2,The Plant Journal,2013
selective,1,The Plant Journal,2013
selectively,1,The Plant Journal,2013
self,1,The Plant Journal,2013
senescence,2,The Plant Journal,2013
sensing,1,The Plant Journal,2013
sensitive,1,The Plant Journal,2013
sensitivity,2,The Plant Journal,2013
sensor,1,The Plant Journal,2013
sepallata,1,The Plant Journal,2013
separation,1,The Plant Journal,2013
septins,1,The Plant Journal,2013
seq,1,The Plant Journal,2013
sequence,5,The Plant Journal,2013
sequenced,1,The Plant Journal,2013
sequences,2,The Plant Journal,2013
sequencing,4,The Plant Journal,2013
serine,1,The Plant Journal,2013
set,1,The Plant Journal,2013
severe,2,The Plant Journal,2013
sex,1,The Plant Journal,2013
sfr,1,The Plant Journal,2013
shade,3,The Plant Journal,2013
share,1,The Plant Journal,2013
shares,1,The Plant Journal,2013
sheds,1,The Plant Journal,2013
shell,1,The Plant Journal,2013
shifts,1,The Plant Journal,2013
shock,1,The Plant Journal,2013
shoot,2,The Plant Journal,2013
shoots,1,The Plant Journal,2013
short,5,The Plant Journal,2013
show,2,The Plant Journal,2013
shows,2,The Plant Journal,2013
side,1,The Plant Journal,2013
sige,1,The Plant Journal,2013
sigma,1,The Plant Journal,2013
signal,3,The Plant Journal,2013
signaling,8,The Plant Journal,2013
signalling,4,The Plant Journal,2013
signals,4,The Plant Journal,2013
silenced,1,The Plant Journal,2013
silencing,8,The Plant Journal,2013
simple,1,The Plant Journal,2013
simultaneous,1,The Plant Journal,2013
sines,1,The Plant Journal,2013
single,2,The Plant Journal,2013
sinorhizobium,1,The Plant Journal,2013
sirnas,2,The Plant Journal,2013
site,2,The Plant Journal,2013
sites,1,The Plant Journal,2013
six,1,The Plant Journal,2013
siz,1,The Plant Journal,2013
size,3,The Plant Journal,2013
sizes,1,The Plant Journal,2013
skewing,1,The Plant Journal,2013
sl,1,The Plant Journal,2013
slr,1,The Plant Journal,2013
small,2,The Plant Journal,2013
smg,1,The Plant Journal,2013
snare,1,The Plant Journal,2013
snc,1,The Plant Journal,2013
snf,1,The Plant Journal,2013
snrk,1,The Plant Journal,2013
sodium,1,The Plant Journal,2013
soft,1,The Plant Journal,2013
soil,1,The Plant Journal,2013
solanacearum,1,The Plant Journal,2013
solanaceous,1,The Plant Journal,2013
somatic,2,The Plant Journal,2013
some,1,The Plant Journal,2013
sorghum,2,The Plant Journal,2013
sorting,2,The Plant Journal,2013
souffle,1,The Plant Journal,2013
soybean,2,The Plant Journal,2013
sp,3,The Plant Journal,2013
spa,1,The Plant Journal,2013
spaced,1,The Plant Journal,2013
spatial,2,The Plant Journal,2013
specialization,1,The Plant Journal,2013
specialized,1,The Plant Journal,2013
speciation,1,The Plant Journal,2013
species,9,The Plant Journal,2013
specific,9,The Plant Journal,2013
specifically,2,The Plant Journal,2013
specification,2,The Plant Journal,2013
spectral,1,The Plant Journal,2013
spectrometry,2,The Plant Journal,2013
sphingolipids,1,The Plant Journal,2013
spindle,1,The Plant Journal,2013
spl,2,The Plant Journal,2013
sporophyte,1,The Plant Journal,2013
spring,1,The Plant Journal,2013
spruce,1,The Plant Journal,2013
squamosa,1,The Plant Journal,2013
stability,3,The Plant Journal,2013
stage,1,The Plant Journal,2013
stamen,2,The Plant Journal,2013
starch,1,The Plant Journal,2013
state,1,The Plant Journal,2013
states,3,The Plant Journal,2013
status,1,The Plant Journal,2013
stem,3,The Plant Journal,2013
stems,2,The Plant Journal,2013
step,1,The Plant Journal,2013
steps,2,The Plant Journal,2013
sterile,1,The Plant Journal,2013
sterility,2,The Plant Journal,2013
sterol,1,The Plant Journal,2013
sterols,2,The Plant Journal,2013
stimulate,1,The Plant Journal,2013
stochastic,1,The Plant Journal,2013
stoma,1,The Plant Journal,2013
stomata,1,The Plant Journal,2013
stomatal,4,The Plant Journal,2013
storage,2,The Plant Journal,2013
strand,1,The Plant Journal,2013
strawberry,1,The Plant Journal,2013
stress,16,The Plant Journal,2013
strong,1,The Plant Journal,2013
structural,4,The Plant Journal,2013
structure,4,The Plant Journal,2013
studies,3,The Plant Journal,2013
sub,1,The Plant Journal,2013
subcellular,2,The Plant Journal,2013
subfamily,1,The Plant Journal,2013
subgenomes,1,The Plant Journal,2013
substitution,1,The Plant Journal,2013
substrate,1,The Plant Journal,2013
subunit,1,The Plant Journal,2013
subunits,3,The Plant Journal,2013
succinate,1,The Plant Journal,2013
sucrose,1,The Plant Journal,2013
sufficient,1,The Plant Journal,2013
sugar,1,The Plant Journal,2013
suggest,2,The Plant Journal,2013
sulfate,1,The Plant Journal,2013
sulfated,1,The Plant Journal,2013
sulfur,2,The Plant Journal,2013
sultr,1,The Plant Journal,2013
summer,1,The Plant Journal,2013
super,1,The Plant Journal,2013
supplies,1,The Plant Journal,2013
supply,1,The Plant Journal,2013
supported,1,The Plant Journal,2013
suppress,1,The Plant Journal,2013
suppresses,1,The Plant Journal,2013
suppression,3,The Plant Journal,2013
suppressor,1,The Plant Journal,2013
surface,1,The Plant Journal,2013
survival,1,The Plant Journal,2013
susceptibility,3,The Plant Journal,2013
sweet,1,The Plant Journal,2013
switch,2,The Plant Journal,2013
switchgrass,1,The Plant Journal,2013
swp,1,The Plant Journal,2013
symbioses,1,The Plant Journal,2013
symbiosis,2,The Plant Journal,2013
synchrotron,1,The Plant Journal,2013
syncytial,1,The Plant Journal,2013
syncytium,1,The Plant Journal,2013
syndrome,1,The Plant Journal,2013
synechocystis,3,The Plant Journal,2013
syntenome,1,The Plant Journal,2013
synthase,4,The Plant Journal,2013
synthases,1,The Plant Journal,2013
synthesis,5,The Plant Journal,2013
syringae,3,The Plant Journal,2013
syringyl,1,The Plant Journal,2013
system,6,The Plant Journal,2013
systemic,1,The Plant Journal,2013
systems,1,The Plant Journal,2013
t,2,The Plant Journal,2013
taalmt,1,The Plant Journal,2013
tabacum,1,The Plant Journal,2013
tagged,1,The Plant Journal,2013
tagging,1,The Plant Journal,2013
tail,1,The Plant Journal,2013
take,1,The Plant Journal,2013
tandem,1,The Plant Journal,2013
tapetal,1,The Plant Journal,2013
tapetum,1,The Plant Journal,2013
target,3,The Plant Journal,2013
targeted,6,The Plant Journal,2013
targeting,2,The Plant Journal,2013
targets,2,The Plant Journal,2013
tavrn,1,The Plant Journal,2013
tcp,1,The Plant Journal,2013
techniques,1,The Plant Journal,2013
temperature,5,The Plant Journal,2013
temporal,1,The Plant Journal,2013
term,3,The Plant Journal,2013
terminal,2,The Plant Journal,2013
tetraploid,1,The Plant Journal,2013
tgs,1,The Plant Journal,2013
thaliana,28,The Plant Journal,2013
theme,1,The Plant Journal,2013
theories,1,The Plant Journal,2013
thermospermine,1,The Plant Journal,2013
thermotolerance,1,The Plant Journal,2013
thf,1,The Plant Journal,2013
thickening,1,The Plant Journal,2013
thin,1,The Plant Journal,2013
thiol,1,The Plant Journal,2013
thlaspi,1,The Plant Journal,2013
three,5,The Plant Journal,2013
through,5,The Plant Journal,2013
thylakoid,1,The Plant Journal,2013
thylakoids,1,The Plant Journal,2013
tic,1,The Plant Journal,2013
time,3,The Plant Journal,2013
timely,1,The Plant Journal,2013
tip,1,The Plant Journal,2013
tipchip,1,The Plant Journal,2013
tir,3,The Plant Journal,2013
tissue,1,The Plant Journal,2013
tissues,2,The Plant Journal,2013
tobacco,4,The Plant Journal,2013
tocotrienol,1,The Plant Journal,2013
tolerance,12,The Plant Journal,2013
tomato,5,The Plant Journal,2013
tomography,1,The Plant Journal,2013
tool,4,The Plant Journal,2013
tools,1,The Plant Journal,2013
top,3,The Plant Journal,2013
toxin,1,The Plant Journal,2013
trade,1,The Plant Journal,2013
trafficking,1,The Plant Journal,2013
trait,1,The Plant Journal,2013
traits,1,The Plant Journal,2013
trans,1,The Plant Journal,2013
transcript,4,The Plant Journal,2013
transcription,13,The Plant Journal,2013
transcriptional,6,The Plant Journal,2013
transcriptome,3,The Plant Journal,2013
transcriptomes,1,The Plant Journal,2013
transcriptomic,1,The Plant Journal,2013
transcriptomics,1,The Plant Journal,2013
transducer,1,The Plant Journal,2013
transfer,1,The Plant Journal,2013
transform,1,The Plant Journal,2013
transformation,1,The Plant Journal,2013
transgene,1,The Plant Journal,2013
transgenes,1,The Plant Journal,2013
transgenic,3,The Plant Journal,2013
transient,1,The Plant Journal,2013
transition,2,The Plant Journal,2013
transitions,1,The Plant Journal,2013
transitive,1,The Plant Journal,2013
translation,2,The Plant Journal,2013
translocated,1,The Plant Journal,2013
translocating,1,The Plant Journal,2013
translocon,1,The Plant Journal,2013
transmission,2,The Plant Journal,2013
transport,5,The Plant Journal,2013
transporter,7,The Plant Journal,2013
transporters,1,The Plant Journal,2013
transposable,1,The Plant Journal,2013
transposons,1,The Plant Journal,2013
trc,1,The Plant Journal,2013
tree,1,The Plant Journal,2013
trees,1,The Plant Journal,2013
triacylglycerol,2,The Plant Journal,2013
trichome,1,The Plant Journal,2013
triggers,1,The Plant Journal,2013
triphosphate,1,The Plant Journal,2013
triplication,1,The Plant Journal,2013
tripolyphosphatase,1,The Plant Journal,2013
triticeae,2,The Plant Journal,2013
triticina,1,The Plant Journal,2013
truncatula,7,The Plant Journal,2013
tryptophan,1,The Plant Journal,2013
tt,1,The Plant Journal,2013
tube,2,The Plant Journal,2013
tubes,1,The Plant Journal,2013
tubulins,1,The Plant Journal,2013
tug,1,The Plant Journal,2013
tunnel,1,The Plant Journal,2013
turgor,1,The Plant Journal,2013
turnover,2,The Plant Journal,2013
two,6,The Plant Journal,2013
type,9,The Plant Journal,2013
types,1,The Plant Journal,2013
tyrosine,1,The Plant Journal,2013
u,1,The Plant Journal,2013
ubiquitin,6,The Plant Journal,2013
ubiquitination,1,The Plant Journal,2013
udp,1,The Plant Journal,2013
uncharacterized,1,The Plant Journal,2013
underlies,2,The Plant Journal,2013
underlying,1,The Plant Journal,2013
underpin,1,The Plant Journal,2013
unfolded,1,The Plant Journal,2013
unicellular,1,The Plant Journal,2013
unique,2,The Plant Journal,2013
universal,1,The Plant Journal,2013
unravel,1,The Plant Journal,2013
unveils,1,The Plant Journal,2013
upf,1,The Plant Journal,2013
upregulates,1,The Plant Journal,2013
upstream,1,The Plant Journal,2013
use,1,The Plant Journal,2013
using,10,The Plant Journal,2013
ustilago,1,The Plant Journal,2013
uv,1,The Plant Journal,2013
v,1,The Plant Journal,2013
vacuolar,4,The Plant Journal,2013
valve,1,The Plant Journal,2013
variant,1,The Plant Journal,2013
variants,1,The Plant Journal,2013
variation,3,The Plant Journal,2013
variations,1,The Plant Journal,2013
variegation,1,The Plant Journal,2013
vascular,5,The Plant Journal,2013
vegetative,3,The Plant Journal,2013
vein,1,The Plant Journal,2013
vernalisation,1,The Plant Journal,2013
vernalization,3,The Plant Journal,2013
version,1,The Plant Journal,2013
very,2,The Plant Journal,2013
vhh,1,The Plant Journal,2013
vhhs,1,The Plant Journal,2013
viral,1,The Plant Journal,2013
virescence,1,The Plant Journal,2013
virgatum,1,The Plant Journal,2013
virulence,1,The Plant Journal,2013
virus,3,The Plant Journal,2013
visualization,1,The Plant Journal,2013
visualizing,1,The Plant Journal,2013
vitamin,2,The Plant Journal,2013
vitro,1,The Plant Journal,2013
vivo,4,The Plant Journal,2013
volatile,2,The Plant Journal,2013
volatiles,1,The Plant Journal,2013
vpe,1,The Plant Journal,2013
vq,1,The Plant Journal,2013
vvk,1,The Plant Journal,2013
wall,9,The Plant Journal,2013
walls,2,The Plant Journal,2013
war,1,The Plant Journal,2013
was,1,The Plant Journal,2013
wat,1,The Plant Journal,2013
wax,1,The Plant Journal,2013
waxes,1,The Plant Journal,2013
well,1,The Plant Journal,2013
wheat,7,The Plant Journal,2013
whole,5,The Plant Journal,2013
whorls,1,The Plant Journal,2013
wide,4,The Plant Journal,2013
widespread,2,The Plant Journal,2013
wild,1,The Plant Journal,2013
wine,1,The Plant Journal,2013
winter,3,The Plant Journal,2013
within,1,The Plant Journal,2013
wood,1,The Plant Journal,2013
work,1,The Plant Journal,2013
wounding,1,The Plant Journal,2013
wox,1,The Plant Journal,2013
wrky,4,The Plant Journal,2013
wuschel,1,The Plant Journal,2013
x,1,The Plant Journal,2013
xa,2,The Plant Journal,2013
xb,1,The Plant Journal,2013
xi,1,The Plant Journal,2013
xrcc,1,The Plant Journal,2013
xylem,1,The Plant Journal,2013
xylose,1,The Plant Journal,2013
yellow,1,The Plant Journal,2013
yucca,2,The Plant Journal,2013
zeaxanthin,1,The Plant Journal,2013
zinc,2,The Plant Journal,2013
zip,1,The Plant Journal,2013
zmga,1,The Plant Journal,2013
zmlox,1,The Plant Journal,2013
zn,2,The Plant Journal,2013
zone,1,The Plant Journal,2013
zygotic,1,The Plant Journal,2013
ϕ,1,The Plant Journal,2013
aaa,1,The Plant Journal,2014
aat,1,The Plant Journal,2014
aba,7,The Plant Journal,2014
abc,2,The Plant Journal,2014
aberrant,1,The Plant Journal,2014
abi,4,The Plant Journal,2014
abiotic,2,The Plant Journal,2014
able,1,The Plant Journal,2014
abscisic,7,The Plant Journal,2014
abscission,2,The Plant Journal,2014
abundance,2,The Plant Journal,2014
acc,1,The Plant Journal,2014
accessions,1,The Plant Journal,2014
acclimation,1,The Plant Journal,2014
accommodate,1,The Plant Journal,2014
accommodation,1,The Plant Journal,2014
accompanied,1,The Plant Journal,2014
accounts,1,The Plant Journal,2014
accumulation,9,The Plant Journal,2014
acetylated,2,The Plant Journal,2014
acetylation,1,The Plant Journal,2014
acid,16,The Plant Journal,2014
acids,1,The Plant Journal,2014
acquired,2,The Plant Journal,2014
acquisition,1,The Plant Journal,2014
act,2,The Plant Journal,2014
actin,1,The Plant Journal,2014
activate,1,The Plant Journal,2014
activated,2,The Plant Journal,2014
activates,1,The Plant Journal,2014
activation,2,The Plant Journal,2014
activator,3,The Plant Journal,2014
active,5,The Plant Journal,2014
activity,5,The Plant Journal,2014
acts,1,The Plant Journal,2014
acyl,1,The Plant Journal,2014
acylethanolamines,1,The Plant Journal,2014
adaptation,1,The Plant Journal,2014
adaptive,3,The Plant Journal,2014
adaptor,2,The Plant Journal,2014
additively,1,The Plant Journal,2014
adhesion,1,The Plant Journal,2014
adjustment,1,The Plant Journal,2014
adventitious,1,The Plant Journal,2014
affect,3,The Plant Journal,2014
affecting,3,The Plant Journal,2014
affects,8,The Plant Journal,2014
affinity,1,The Plant Journal,2014
after,1,The Plant Journal,2014
against,3,The Plant Journal,2014
agamous,2,The Plant Journal,2014
agents,1,The Plant Journal,2014
agrobacterium,3,The Plant Journal,2014
aid,1,The Plant Journal,2014
alb,1,The Plant Journal,2014
alcohol,1,The Plant Journal,2014
alcohols,1,The Plant Journal,2014
aldoximes,1,The Plant Journal,2014
alga,1,The Plant Journal,2014
algae,3,The Plant Journal,2014
algal,1,The Plant Journal,2014
alkaline,1,The Plant Journal,2014
allele,1,The Plant Journal,2014
alleles,2,The Plant Journal,2014
allelic,1,The Plant Journal,2014
allopolyploidy,1,The Plant Journal,2014
allotetraploidy,1,The Plant Journal,2014
altered,2,The Plant Journal,2014
alternative,1,The Plant Journal,2014
ambient,1,The Plant Journal,2014
amino,1,The Plant Journal,2014
aminotransferase,1,The Plant Journal,2014
amplification,2,The Plant Journal,2014
anac,2,The Plant Journal,2014
anaemia,1,The Plant Journal,2014
analyses,2,The Plant Journal,2014
analysis,17,The Plant Journal,2014
anatase,1,The Plant Journal,2014
ancestor,1,The Plant Journal,2014
ancestors,1,The Plant Journal,2014
ancestral,1,The Plant Journal,2014
anchor,1,The Plant Journal,2014
anchored,1,The Plant Journal,2014
ancient,2,The Plant Journal,2014
aneu,1,The Plant Journal,2014
animal,1,The Plant Journal,2014
annexin,1,The Plant Journal,2014
antagonism,1,The Plant Journal,2014
antagonistic,1,The Plant Journal,2014
antagonizes,1,The Plant Journal,2014
antenna,1,The Plant Journal,2014
anthocyanin,1,The Plant Journal,2014
anthocyanins,1,The Plant Journal,2014
anti,1,The Plant Journal,2014
antioxidant,1,The Plant Journal,2014
antisense,3,The Plant Journal,2014
apetala,1,The Plant Journal,2014
aphid,2,The Plant Journal,2014
aphis,1,The Plant Journal,2014
apical,1,The Plant Journal,2014
appearance,1,The Plant Journal,2014
apple,2,The Plant Journal,2014
application,1,The Plant Journal,2014
approach,2,The Plant Journal,2014
aptamer,1,The Plant Journal,2014
arabidopsis,112,The Plant Journal,2014
arbuscular,2,The Plant Journal,2014
architecture,1,The Plant Journal,2014
arginine,1,The Plant Journal,2014
argininosuccinate,1,The Plant Journal,2014
argonaute,1,The Plant Journal,2014
arid,1,The Plant Journal,2014
arietinum,1,The Plant Journal,2014
aroma,1,The Plant Journal,2014
arp,1,The Plant Journal,2014
arr,1,The Plant Journal,2014
artificial,2,The Plant Journal,2014
aspen,1,The Plant Journal,2014
assemble,1,The Plant Journal,2014
assemblies,1,The Plant Journal,2014
assembly,3,The Plant Journal,2014
assessment,1,The Plant Journal,2014
assisted,2,The Plant Journal,2014
assists,1,The Plant Journal,2014
associate,1,The Plant Journal,2014
associated,7,The Plant Journal,2014
associates,1,The Plant Journal,2014
associating,1,The Plant Journal,2014
association,1,The Plant Journal,2014
asteraceae,1,The Plant Journal,2014
atc,1,The Plant Journal,2014
athmgb,1,The Plant Journal,2014
atipk,1,The Plant Journal,2014
atkao,2,The Plant Journal,2014
atmospheric,1,The Plant Journal,2014
atmyb,1,The Plant Journal,2014
atom,1,The Plant Journal,2014
atp,2,The Plant Journal,2014
atpad,1,The Plant Journal,2014
atpap,1,The Plant Journal,2014
atpase,1,The Plant Journal,2014
atrh,1,The Plant Journal,2014
atsr,1,The Plant Journal,2014
attzf,1,The Plant Journal,2014
atvsr,1,The Plant Journal,2014
aurora,1,The Plant Journal,2014
autonomous,2,The Plant Journal,2014
aux,1,The Plant Journal,2014
auxin,15,The Plant Journal,2014
availability,1,The Plant Journal,2014
awn,1,The Plant Journal,2014
b,4,The Plant Journal,2014
bac,1,The Plant Journal,2014
bacterial,1,The Plant Journal,2014
bak,1,The Plant Journal,2014
balance,1,The Plant Journal,2014
barbadense,1,The Plant Journal,2014
barley,1,The Plant Journal,2014
barrier,1,The Plant Journal,2014
base,1,The Plant Journal,2014
based,11,The Plant Journal,2014
basic,1,The Plant Journal,2014
basil,1,The Plant Journal,2014
basis,2,The Plant Journal,2014
be,3,The Plant Journal,2014
beet,1,The Plant Journal,2014
behaviors,1,The Plant Journal,2014
bel,1,The Plant Journal,2014
benthamiana,2,The Plant Journal,2014
beta,1,The Plant Journal,2014
better,1,The Plant Journal,2014
beyond,1,The Plant Journal,2014
bhlh,1,The Plant Journal,2014
bifc,1,The Plant Journal,2014
bin,1,The Plant Journal,2014
binding,10,The Plant Journal,2014
binds,2,The Plant Journal,2014
biogenesis,3,The Plant Journal,2014
biology,3,The Plant Journal,2014
biosynthesis,15,The Plant Journal,2014
biosynthetic,6,The Plant Journal,2014
biotrophic,1,The Plant Journal,2014
bir,1,The Plant Journal,2014
blocks,1,The Plant Journal,2014
bm,1,The Plant Journal,2014
body,1,The Plant Journal,2014
bone,1,The Plant Journal,2014
boric,1,The Plant Journal,2014
boron,4,The Plant Journal,2014
both,1,The Plant Journal,2014
bottle,1,The Plant Journal,2014
bound,1,The Plant Journal,2014
box,5,The Plant Journal,2014
brachypodium,2,The Plant Journal,2014
branching,1,The Plant Journal,2014
brassica,3,The Plant Journal,2014
brassinosteroid,5,The Plant Journal,2014
bread,2,The Plant Journal,2014
breadth,1,The Plant Journal,2014
breeding,1,The Plant Journal,2014
bri,1,The Plant Journal,2014
bridged,1,The Plant Journal,2014
bridging,1,The Plant Journal,2014
bright,1,The Plant Journal,2014
broad,1,The Plant Journal,2014
brown,2,The Plant Journal,2014
bsd,1,The Plant Journal,2014
buckwheat,1,The Plant Journal,2014
bundle,2,The Plant Journal,2014
burst,1,The Plant Journal,2014
bzr,1,The Plant Journal,2014
c,12,The Plant Journal,2014
ca,2,The Plant Journal,2014
caerulescens,1,The Plant Journal,2014
calcium,3,The Plant Journal,2014
calmodulin,2,The Plant Journal,2014
camta,2,The Plant Journal,2014
can,3,The Plant Journal,2014
candidate,1,The Plant Journal,2014
capacity,1,The Plant Journal,2014
capture,3,The Plant Journal,2014
carbinolamine,1,The Plant Journal,2014
carbohydrate,1,The Plant Journal,2014
carbon,1,The Plant Journal,2014
carboxysomal,1,The Plant Journal,2014
cardamine,1,The Plant Journal,2014
carotenoid,3,The Plant Journal,2014
carried,1,The Plant Journal,2014
carrier,1,The Plant Journal,2014
cas,2,The Plant Journal,2014
cascade,1,The Plant Journal,2014
case,1,The Plant Journal,2014
cassette,1,The Plant Journal,2014
catalyzes,1,The Plant Journal,2014
catalyzing,1,The Plant Journal,2014
caterpillar,1,The Plant Journal,2014
causes,2,The Plant Journal,2014
cbl,2,The Plant Journal,2014
cbm,1,The Plant Journal,2014
cc,1,The Plant Journal,2014
ccaat,1,The Plant Journal,2014
ccch,1,The Plant Journal,2014
cd,2,The Plant Journal,2014
cell,26,The Plant Journal,2014
cells,4,The Plant Journal,2014
cellular,2,The Plant Journal,2014
cellulose,2,The Plant Journal,2014
centromere,1,The Plant Journal,2014
centromeres,1,The Plant Journal,2014
chain,3,The Plant Journal,2014
chalcone,1,The Plant Journal,2014
changes,3,The Plant Journal,2014
channel,3,The Plant Journal,2014
chaperone,1,The Plant Journal,2014
characterization,5,The Plant Journal,2014
charophyte,1,The Plant Journal,2014
chemical,2,The Plant Journal,2014
chh,1,The Plant Journal,2014
chickpea,1,The Plant Journal,2014
chimeric,1,The Plant Journal,2014
chitin,3,The Plant Journal,2014
chlamydomonas,5,The Plant Journal,2014
chlorophyll,3,The Plant Journal,2014
chlorophyllide,1,The Plant Journal,2014
chloroplast,7,The Plant Journal,2014
chloroplasts,3,The Plant Journal,2014
chromatin,1,The Plant Journal,2014
chromatography,1,The Plant Journal,2014
chromocenter,1,The Plant Journal,2014
chromomethylase,1,The Plant Journal,2014
chromosome,4,The Plant Journal,2014
cicer,1,The Plant Journal,2014
citrate,1,The Plant Journal,2014
ck,1,The Plant Journal,2014
ckx,1,The Plant Journal,2014
clade,2,The Plant Journal,2014
cle,1,The Plant Journal,2014
cleavable,1,The Plant Journal,2014
cleavage,1,The Plant Journal,2014
clone,1,The Plant Journal,2014
cloning,2,The Plant Journal,2014
closing,1,The Plant Journal,2014
clpp,1,The Plant Journal,2014
clustering,1,The Plant Journal,2014
co,4,The Plant Journal,2014
coa,2,The Plant Journal,2014
coat,1,The Plant Journal,2014
coding,2,The Plant Journal,2014
coexpression,1,The Plant Journal,2014
coffee,1,The Plant Journal,2014
cohesion,1,The Plant Journal,2014
cohort,1,The Plant Journal,2014
collection,4,The Plant Journal,2014
color,1,The Plant Journal,2014
colour,1,The Plant Journal,2014
combination,1,The Plant Journal,2014
combined,1,The Plant Journal,2014
common,1,The Plant Journal,2014
communication,1,The Plant Journal,2014
comparative,4,The Plant Journal,2014
compatibility,1,The Plant Journal,2014
complementation,1,The Plant Journal,2014
complements,1,The Plant Journal,2014
complex,3,The Plant Journal,2014
complexes,5,The Plant Journal,2014
component,1,The Plant Journal,2014
components,4,The Plant Journal,2014
compound,2,The Plant Journal,2014
compounds,1,The Plant Journal,2014
comprise,1,The Plant Journal,2014
concerted,1,The Plant Journal,2014
concurrent,1,The Plant Journal,2014
condensin,1,The Plant Journal,2014
conditional,1,The Plant Journal,2014
conditions,2,The Plant Journal,2014
conferred,1,The Plant Journal,2014
confers,2,The Plant Journal,2014
conjugates,1,The Plant Journal,2014
connections,1,The Plant Journal,2014
consequences,1,The Plant Journal,2014
conserved,1,The Plant Journal,2014
considerable,1,The Plant Journal,2014
consolidates,1,The Plant Journal,2014
constitutive,2,The Plant Journal,2014
construction,1,The Plant Journal,2014
containing,1,The Plant Journal,2014
contribute,3,The Plant Journal,2014
contributes,5,The Plant Journal,2014
contributing,2,The Plant Journal,2014
contributions,1,The Plant Journal,2014
control,7,The Plant Journal,2014
controls,3,The Plant Journal,2014
convert,1,The Plant Journal,2014
coordinate,1,The Plant Journal,2014
coordinates,1,The Plant Journal,2014
coordination,1,The Plant Journal,2014
copies,1,The Plant Journal,2014
copy,2,The Plant Journal,2014
core,1,The Plant Journal,2014
correct,1,The Plant Journal,2014
correction,2,The Plant Journal,2014
correlation,1,The Plant Journal,2014
cortical,1,The Plant Journal,2014
cotton,1,The Plant Journal,2014
cotyledon,1,The Plant Journal,2014
coumarin,1,The Plant Journal,2014
coumaroyl,2,The Plant Journal,2014
coupled,1,The Plant Journal,2014
coverage,1,The Plant Journal,2014
covering,1,The Plant Journal,2014
cp,1,The Plant Journal,2014
cpl,1,The Plant Journal,2014
crispr,2,The Plant Journal,2014
critical,3,The Plant Journal,2014
crop,1,The Plant Journal,2014
cross,1,The Plant Journal,2014
crucial,4,The Plant Journal,2014
crystal,1,The Plant Journal,2014
cucumber,2,The Plant Journal,2014
cucumerina,1,The Plant Journal,2014
cucumis,2,The Plant Journal,2014
cucurbit,1,The Plant Journal,2014
culture,1,The Plant Journal,2014
cultures,1,The Plant Journal,2014
cus,1,The Plant Journal,2014
cutin,4,The Plant Journal,2014
cyanobacterial,1,The Plant Journal,2014
cyanogenic,1,The Plant Journal,2014
cyb,1,The Plant Journal,2014
cyc,1,The Plant Journal,2014
cycle,1,The Plant Journal,2014
cyclobutane,1,The Plant Journal,2014
cyp,1,The Plant Journal,2014
cysteine,2,The Plant Journal,2014
cytochrome,2,The Plant Journal,2014
cytokinin,4,The Plant Journal,2014
cytoplasmic,1,The Plant Journal,2014
cytosine,2,The Plant Journal,2014
cytoskeletal,1,The Plant Journal,2014
cytosolic,2,The Plant Journal,2014
d,7,The Plant Journal,2014
dadantii,1,The Plant Journal,2014
dampen,1,The Plant Journal,2014
darkness,1,The Plant Journal,2014
data,3,The Plant Journal,2014
days,1,The Plant Journal,2014
deacetylase,1,The Plant Journal,2014
dead,3,The Plant Journal,2014
deaminase,1,The Plant Journal,2014
death,2,The Plant Journal,2014
decay,1,The Plant Journal,2014
deciphering,1,The Plant Journal,2014
decorated,1,The Plant Journal,2014
decrease,1,The Plant Journal,2014
decreased,1,The Plant Journal,2014
decreasing,1,The Plant Journal,2014
deep,3,The Plant Journal,2014
defect,1,The Plant Journal,2014
defects,1,The Plant Journal,2014
defense,6,The Plant Journal,2014
defenses,1,The Plant Journal,2014
deficiency,1,The Plant Journal,2014
deficient,3,The Plant Journal,2014
